(0, 19789)
(1, 11955)
(2, 13283)
(3, 12585)
(4, 10360)
(5, 18699)
(6, 19760)
(7, 16987)
(8, 17561)
(9, 6978)
(10, 1645)
(11, 6758)
(12, 16308)
(13, 19157)
(14, 14588)
(15, 13884)
(16, 8959)
(17, 5686)
(18, 14795)
(19, 11941)
(20, 724)
(21, 14737)
(22, 2912)
(23, 8412)
(24, 1464)
(25, 3953)
(26, 19973)
(27, 7402)
(28, 5901)
(29, 2471)
(30, 17189)
(31, 4545)
(32, 10735)
(33, 309)
(34, 9581)
(35, 957)
(36, 14453)
(37, 1785)
(38, 530)
(39, 12798)
(40, 1710)
(41, 16692)
(42, 4672)
(43, 19528)
(44, 10443)
(45, 9966)
(46, 2061)
(47, 19029)
(48, 13983)
(49, 5167)
(50, 3624)
(51, 7996)
(52, 19697)
(53, 13755)
(54, 16344)
(55, 5727)
(56, 16719)
(57, 16311)
(58, 19671)
(59, 19887)
(60, 16753)
(61, 9975)
(62, 13007)
(63, 10000)
(64, 8259)
(65, 2181)
(66, 16355)
(67, 2916)
(68, 16945)
(69, 9347)
(70, 3063)
(71, 4369)
(72, 7972)
(73, 16570)
(74, 1360)
(75, 15478)
(76, 19412)
(77, 16652)
(78, 2502)
(79, 17215)
(80, 18454)
(81, 5806)
(82, 17595)
(83, 17690)
(84, 6813)
(85, 18782)
(86, 15591)
(87, 5391)
(88, 11206)
(89, 4762)
(90, 18624)
(91, 8562)
(92, 8631)
(93, 1987)
(94, 685)
(95, 15689)
(96, 18070)
(97, 19633)
(98, 12664)
(99, 15424)
(100, 311)
(101, 10407)
(102, 4398)
(103, 17511)
(104, 18746)
(105, 19410)
(106, 16653)
(107, 15046)
(108, 16895)
(109, 9232)
(110, 5141)
(111, 2961)
(112, 14393)
(113, 18781)
(114, 4221)
(115, 15528)
(116, 18599)
(117, 12620)
(118, 13266)
(119, 1255)
(120, 2415)
(121, 18918)
(122, 5592)
(123, 12523)
(124, 2702)
(125, 299)
(126, 8509)
(127, 10976)
(128, 7262)
(129, 15741)
(130, 5757)
(131, 13054)
(132, 10232)
(133, 13306)
(134, 15255)
(135, 1140)
(136, 15277)
(137, 2792)
(138, 12775)
(139, 8764)
(140, 559)
(141, 6440)
(142, 1548)
(143, 15642)
(144, 9916)
(145, 9725)
(146, 6090)
(147, 2508)
(148, 2206)
(149, 17325)
(150, 19973)
(151, 9286)
(152, 19418)
(153, 6177)
(154, 9229)
(155, 298)
(156, 17938)
(157, 12428)
(158, 19615)
(159, 4520)
(160, 7625)
(161, 3709)
(162, 6076)
(163, 11238)
(164, 962)
(165, 2600)
(166, 15891)
(167, 11324)
(168, 1405)
(169, 9304)
(170, 3914)
(171, 8512)
(172, 11855)
(173, 2795)
(174, 10492)
(175, 13702)
(176, 3343)
(177, 9416)
(178, 13782)
(179, 17469)
(180, 9764)
(181, 14090)
(182, 8757)
(183, 11418)
(184, 17764)
(185, 5952)
(186, 8080)
(187, 15842)
(188, 16959)
(189, 13)
(190, 14590)
(191, 12729)
(192, 10289)
(193, 7618)
(194, 19809)
(195, 19114)
(196, 11507)
(197, 12534)
(198, 14635)
(199, 10780)
(200, 14162)
(201, 6717)
(202, 501)
(203, 9482)
(204, 1028)
(205, 4021)
(206, 6611)
(207, 5087)
(208, 8802)
(209, 7055)
(210, 17956)
(211, 13499)
(212, 12520)
(213, 19709)
(214, 12717)
(215, 470)
(216, 10117)
(217, 13190)
(218, 8732)
(219, 14687)
(220, 14208)
(221, 16359)
(222, 5569)
(223, 19616)
(224, 931)
(225, 14379)
(226, 12142)
(227, 4856)
(228, 19731)
(229, 11229)
(230, 11440)
(231, 11731)
(232, 1372)
(233, 12643)
(234, 16199)
(235, 8922)
(236, 316)
(237, 4014)
(238, 1961)
(239, 12366)
(240, 8602)
(241, 18981)
(242, 15651)
(243, 18759)
(244, 12457)
(245, 7223)
(246, 9149)
(247, 8044)
(248, 655)
(249, 3551)
(250, 3036)
(251, 11134)
(252, 4806)
(253, 11401)
(254, 8054)
(255, 19565)
(256, 6183)
(257, 6922)
(258, 2465)
(259, 10813)
(260, 4203)
(261, 1433)
(262, 11164)
(263, 18184)
(264, 8651)
(265, 17857)
(266, 3682)
(267, 10096)
(268, 13414)
(269, 5392)
(270, 5031)
(271, 4760)
(272, 6990)
(273, 5509)
(274, 19719)
(275, 844)
(276, 9343)
(277, 2291)
(278, 17086)
(279, 13024)
(280, 440)
(281, 14)
(282, 2071)
(283, 15157)
(284, 7194)
(285, 9492)
(286, 17349)
(287, 5351)
(288, 1536)
(289, 6308)
(290, 3010)
(291, 6426)
(292, 18259)
(293, 18871)
(294, 1495)
(295, 1891)
(296, 17752)
(297, 12913)
(298, 602)
(299, 13033)
(300, 10428)
(301, 11478)
(302, 14632)
(303, 45)
(304, 8481)
(305, 2937)
(306, 10661)
(307, 8176)
(308, 3491)
(309, 18705)
(310, 10393)
(311, 10287)
(312, 7990)
(313, 17680)
(314, 15588)
(315, 11819)
(316, 9091)
(317, 9933)
(318, 8578)
(319, 17641)
(320, 15394)
(321, 2296)
(322, 12421)
(323, 16033)
(324, 7499)
(325, 3597)
(326, 2010)
(327, 6675)
(328, 11790)
(329, 10970)
(330, 10360)
(331, 12551)
(332, 5822)
(333, 16218)
(334, 4278)
(335, 16215)
(336, 10932)
(337, 3886)
(338, 10629)
(339, 4657)
(340, 2055)
(341, 1369)
(342, 7711)
(343, 17744)
(344, 1889)
(345, 7625)
(346, 9524)
(347, 14010)
(348, 10576)
(349, 651)
(350, 8589)
(351, 13612)
(352, 4588)
(353, 16298)
(354, 8117)
(355, 12727)
(356, 18592)
(357, 8237)
(358, 5219)
(359, 8515)
(360, 16427)
(361, 12099)
(362, 13907)
(363, 16214)
(364, 15381)
(365, 5683)
(366, 6349)
(367, 12036)
(368, 3819)
(369, 1351)
(370, 8055)
(371, 7904)
(372, 4301)
(373, 2424)
(374, 7007)
(375, 18490)
(376, 16945)
(377, 5485)
(378, 4809)
(379, 2109)
(380, 9196)
(381, 15846)
(382, 10069)
(383, 860)
(384, 18797)
(385, 11567)
(386, 16535)
(387, 13992)
(388, 12294)
(389, 80)
(390, 7970)
(391, 17527)
(392, 18300)
(393, 17048)
(394, 10149)
(395, 16456)
(396, 17990)
(397, 9205)
(398, 7296)
(399, 13638)
(400, 9985)
(401, 5503)
(402, 13656)
(403, 5353)
(404, 9404)
(405, 9195)
(406, 17579)
(407, 162)
(408, 832)
(409, 10913)
(410, 810)
(411, 12488)
(412, 2282)
(413, 7480)
(414, 4150)
(415, 10639)
(416, 10904)
(417, 17181)
(418, 10113)
(419, 16542)
(420, 6324)
(421, 7028)
(422, 17185)
(423, 13314)
(424, 5888)
(425, 4038)
(426, 382)
(427, 3186)
(428, 18223)
(429, 9994)
(430, 19438)
(431, 17372)
(432, 16464)
(433, 18992)
(434, 9728)
(435, 9880)
(436, 12522)
(437, 9896)
(438, 7779)
(439, 13297)
(440, 4020)
(441, 5233)
(442, 7447)
(443, 5894)
(444, 2293)
(445, 934)
(446, 8407)
(447, 10783)
(448, 16172)
(449, 10031)
(450, 7944)
(451, 11842)
(452, 620)
(453, 877)
(454, 581)
(455, 10548)
(456, 2826)
(457, 10536)
(458, 16618)
(459, 9014)
(460, 2674)
(461, 15607)
(462, 11603)
(463, 18717)
(464, 15801)
(465, 11630)
(466, 13192)
(467, 17639)
(468, 13171)
(469, 14805)
(470, 13852)
(471, 5190)
(472, 16817)
(473, 2195)
(474, 14374)
(475, 2910)
(476, 13020)
(477, 2851)
(478, 10280)
(479, 10690)
(480, 2366)
(481, 352)
(482, 719)
(483, 14226)
(484, 3501)
(485, 8921)
(486, 2597)
(487, 16905)
(488, 6970)
(489, 18483)
(490, 14652)
(491, 7587)
(492, 6070)
(493, 7351)
(494, 6284)
(495, 13127)
(496, 13597)
(497, 18729)
(498, 19060)
(499, 15498)
(500, 3455)
(501, 10123)
(502, 4992)
(503, 17697)
(504, 423)
(505, 7093)
(506, 10704)
(507, 10104)
(508, 3582)
(509, 5313)
(510, 7392)
(511, 7959)
(512, 10134)
(513, 15810)
(514, 7687)
(515, 18955)
(516, 18000)
(517, 9110)
(518, 5663)
